constant,ratio,cent_y,cent_x,solidity,skew_x,skew_y,kurt_x,kurt_y
1,0.20601489028213166,0.47638841064489157,0.5274877880084727,0.2360799281544679,-0.17777162533567223,0.3936384342737022,-0.8613278601051735,-0.5723336768213505
