constant,ratio,cent_y,cent_x,solidity,skew_x,skew_y,kurt_x,kurt_y,output
1,0.16575342465753426,0.5377203906403618,0.44258602138229436,0.22148362235067437,0.16645814934089598,-0.012399248250204825,-0.6534691305949862,-0.690952135245992,1
1,0.19137931034482758,0.5201451451451452,0.43640191916053983,0.24262295081967214,0.3056842888913381,-0.07336615723766246,-0.704106600490388,-1.1672851913470843,1
1,0.16314454775993237,0.5623007174172977,0.5073556624722427,0.2127894156560088,-0.013691142193688445,-0.2264043077635621,-1.0151695888945873,-0.9574651281404547,1
1,0.20601489028213166,0.47638841064489157,0.5274877880084727,0.2360799281544679,-0.17777162533567223,0.3936384342737022,-0.8613278601051735,-0.5723336768213505,1
1,0.1992248062015504,0.5671087111887557,0.4608761973706323,0.24586579199125325,0.019488894290352665,-0.0352462988232351,-0.885486511516532,-0.9629069198831717,0
1,0.17946267388765,0.529139985409743,0.5046924453006743,0.22497337593184238,-0.10903529436743155,-0.0029058969519572897,-0.8898921351432945,-0.9491696686762285,0
1,0.1736150234741784,0.5326266450333513,0.5295591831138263,0.22595625076377857,-0.22956117092012013,-0.09131625247174684,-0.9944683886121135,-0.6603471136862291,0
1,0.16669167291822956,0.5396929227806502,0.5129816207427194,0.19248094248094247,-0.39228889500737874,0.14025686227030473,-0.7520672864110995,-0.9332929877190588,0
